Sport,Dport,SrcBytes,DstBytes,SrcLoad,DstLoad,SrcGap,DstGap,SIntPkt,DIntPkt,SIntPktAct,DIntPktAct,SrcJitter,DstJitter,sMaxPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,Dur,Trans,TotPkts,TotBytes,Load,Loss,pLoss,pSrcLoss,pDstLoss,Rate,Temp,SpO2,Pulse_Rate,SYS,DIA,Heart_rate,Resp_Rate,ST,Attack Category
59998,1111,496,186,315924.0,105308.0,0,0,3.14,1.8635,0.0,0,2.372026,1.8465,310,66,60,60,0.00942,1,7,682,421231.0,0,0.0,0.0,0.0,636.943,26.8,98,81,143,82,75,18,0.1,normal
59185,1111,496,186,267602.0,89201.0,0,0,3.707,2.1185,0.0,0,2.861179,2.1125,310,66,60,60,0.011121,1,7,682,356802.0,0,0.0,0.0,0.0,539.52,24.5,98,79,135,75,79,19,0.34,normal
62599,1111,496,186,38560.0,12853.0,0,0,25.726,19.1885,0.0,0,15.814474,19.0835,310,66,60,60,0.077178,1,7,682,51414.0,0,0.0,0.0,0.0,77.742,28.6,99,74,147,85,77,0,0.18,normal
59147,1111,496,186,29380.0,9793.0,0,0,33.764668,24.776,0.0,0,22.16943,24.678,310,66,60,60,0.101294,1,7,682,39173.0,0,0.0,0.0,0.0,59.234,26.7,98,73,148,84,73,19,0.3,normal
56172,1111,496,186,250105.0,83368.0,0,0,3.966333,2.959,0.0,0,2.800459,2.855,310,66,60,60,0.011899,1,7,682,333473.0,0,0.0,0.0,0.0,504.244,27.8,98,76,142,72,72,21,0.26,normal
49980,1111,496,186,274868.0,91623.0,0,0,3.609,2.499,0.0,0,2.588339,2.465,310,66,60,60,0.010827,1,7,682,366491.0,0,0.0,0.0,0.0,554.17,27.1,98,79,144,78,86,24,0.18,normal
56227,1111,496,186,271632.0,90544.0,0,0,3.652,2.025,0.0,0,2.859512,1.984,310,66,60,60,0.010956,1,7,682,362176.0,0,0.0,0.0,0.0,547.645,26.9,99,72,142,72,71,26,0.36,normal
52832,1111,496,186,310323.0,103441.0,0,0,3.196667,1.8805,0.0,0,2.460362,1.7585,310,66,60,60,0.00959,1,7,682,413764.0,0,0.0,0.0,0.0,625.652,25.9,98,73,148,84,73,19,0.3,normal
62710,1111,496,186,299698.0,99899.0,0,0,3.31,2.0395,0.0,0,2.486969,2.0035,310,66,60,60,0.00993,1,7,682,399597.0,0,0.0,0.0,0.0,604.23,26.9,98,73,148,84,73,19,0.3,normal
64536,1111,496,186,299306.0,99769.0,0,0,3.314333,2.0245,0.0,0,2.486562,1.9495,310,66,60,60,0.009943,1,7,682,399075.0,0,0.0,0.0,0.0,603.44,26.1,97,73,138,83,70,12,0.12,normal
58347,1111,496,186,248767.0,82922.0,0,0,3.987667,2.595,0.0,0,2.9317,2.466,310,66,60,60,0.011963,1,7,682,331689.0,0,0.0,0.0,0.0,501.546,27.3,98,73,148,84,73,19,0.3,normal
59463,1111,496,186,169206.0,56402.0,0,0,5.862667,2.9945,0.0,0,4.138455,2.9885,310,66,60,60,0.017588,1,7,682,225608.0,0,0.0,0.0,0.0,341.142,27.1,97,97,138,78,96,14,0.22,normal
52132,1111,496,186,229170.0,76390.0,0,0,4.328667,3.023,0.0,0,2.067736,2.913,310,66,60,60,0.012986,1,7,682,305560.0,0,0.0,0.0,0.0,462.036,27.3,98,84,145,87,88,9,0.24,normal
57087,1111,496,186,279174.0,93058.0,0,0,3.553333,1.8885,0.0,0,2.855395,1.8455,310,66,60,60,0.01066,1,7,682,372233.0,0,0.0,0.0,0.0,562.852,25.7,98,77,143,78,81,18,0.16,normal
49983,1111,496,186,21828.0,7276.0,0,0,45.446,46.797,0.0,0,4.957224,46.791,310,66,60,60,0.136338,1,7,682,29104.0,0,0.0,0.0,0.0,44.008,25.6,95,73,148,84,73,19,0.3,Data Alteration
55357,1111,496,186,52933.0,17644.0,0,0,18.740666,3.12,0.0,0,22.298016,3.059,310,66,60,60,0.056222,1,7,682,70577.0,0,0.0,0.0,0.0,106.72,27.7,96,75,142,72,83,21,0.16,normal
50830,1111,496,186,201462.0,67154.0,0,0,4.924,2.526,0.0,0,4.038535,2.42,310,66,60,60,0.014772,1,7,682,268616.0,0,0.0,0.0,0.0,406.174,27.6,98,73,148,84,73,19,0.3,normal
62303,1111,496,186,277069.0,92356.0,0,0,3.580333,1.9015,0.0,0,2.876728,1.8245,310,66,60,60,0.010741,1,7,682,369426.0,0,0.0,0.0,0.0,558.607,24.9,98,83,138,83,80,41,0.24,normal
55230,1111,496,186,261007.0,87002.0,0,0,3.800667,2.724,0.0,0,2.696729,2.707,310,66,60,60,0.011402,1,7,682,348009.0,0,0.0,0.0,0.0,526.224,27.8,98,73,148,84,73,19,0.3,normal
61970,1111,496,186,277638.0,92546.0,0,0,3.573,2.531,0.0,0,2.54648,2.427,310,66,60,60,0.010719,1,7,682,370184.0,0,0.0,0.0,0.0,559.754,26.6,99,72,142,72,71,26,0.36,normal
49326,1111,496,186,281392.0,93797.0,0,0,3.525333,1.7795,0.0,0,2.911919,1.7145,310,66,60,60,0.010576,1,7,682,375189.0,0,0.0,0.0,0.0,567.322,27.2,98,82,144,78,81,30,0.26,normal
58326,1111,496,186,245201.0,81734.0,0,0,4.045667,2.5555,0.0,0,2.978877,2.5155,310,66,60,60,0.012137,1,7,682,326934.0,0,0.0,0.0,0.0,494.356,27.6,98,73,148,84,73,19,0.3,normal
63454,1111,496,186,204129.0,68043.0,0,0,4.859667,3.241,0.0,0,3.515076,3.114,310,66,60,60,0.014579,1,7,682,272172.0,0,0.0,0.0,0.0,411.551,26.8,99,72,142,72,71,26,0.36,normal
51472,1111,496,186,271632.0,90544.0,0,0,3.652,1.9955,0.0,0,2.87235,1.9535,310,66,60,60,0.010956,1,7,682,362176.0,0,0.0,0.0,0.0,547.645,25.7,98,73,148,84,73,19,0.3,normal
50067,1111,496,186,57141.0,19047.0,0,0,17.360666,2.687,0.0,0,20.890701,2.647,310,66,60,60,0.052082,1,7,682,76188.0,0,0.0,0.0,0.0,115.203,26.3,99,76,138,83,73,25,0.18,normal
54578,1111,496,186,273529.0,91176.0,0,0,3.626667,2.423,0.0,0,2.615858,2.379,310,66,60,60,0.01088,1,7,682,364706.0,0,0.0,0.0,0.0,551.471,26.8,99,72,142,72,71,26,0.36,normal
51425,1111,496,186,21824.0,7275.0,0,0,45.453668,42.455,0.0,0,6.950552,42.35,310,66,60,60,0.136361,1,7,682,29099.0,0,0.0,0.0,0.0,44.001,28.0,93,73,148,84,73,19,0.3,Data Alteration
51725,1111,496,186,272877.0,90959.0,0,0,3.635333,1.995,0.0,0,2.847121,1.976,310,66,60,60,0.010906,1,7,682,363836.0,0,0.0,0.0,0.0,550.156,25.8,98,73,148,84,73,19,0.3,normal
50260,1111,496,186,265123.0,88374.0,0,0,3.741667,2.149,0.0,0,2.87437,2.109,310,66,60,60,0.011225,1,7,682,353497.0,0,0.0,0.0,0.0,534.521,26.8,99,72,142,72,71,26,0.36,normal
52671,1111,496,186,284512.0,94837.0,0,0,3.486667,1.6975,0.0,0,2.912874,1.6635,310,66,60,60,0.01046,1,7,682,379350.0,0,0.0,0.0,0.0,573.614,26.6,98,72,134,79,69,17,0.26,normal
54154,1111,496,186,21841.0,7280.0,0,0,45.419,42.8475,0.0,0,3.827205,42.8415,310,66,60,60,0.136257,1,7,682,29121.0,0,0.0,0.0,0.0,44.034,27.4,98,86,134,86,81,14,0.14,Data Alteration
59042,1111,496,186,220575.0,73525.0,0,0,4.497333,2.841,0.0,0,2.775041,2.737,310,66,60,60,0.013492,1,7,682,294100.0,0,0.0,0.0,0.0,444.708,28.0,98,73,148,84,73,19,0.3,normal
51217,1111,496,186,248497.0,82832.0,0,0,3.992,2.519,0.0,0,2.934183,2.502,310,66,60,60,0.011976,1,7,682,331329.0,0,0.0,0.0,0.0,501.002,27.1,97,79,145,87,82,21,0.28,normal
63040,1111,496,186,256684.0,85561.0,0,0,3.864667,2.331,0.0,0,2.906686,2.295,310,66,60,60,0.011594,1,7,682,342246.0,0,0.0,0.0,0.0,517.509,26.6,99,72,142,72,71,26,0.36,normal
54867,1111,496,186,96765.0,32255.0,0,0,10.251667,1.7115,0.0,0,12.207138,1.6445,310,66,60,60,0.030755,1,7,682,129020.0,0,0.0,0.0,0.0,195.09,26.8,97,78,149,84,81,17,0.28,normal
64827,1111,496,186,20618.0,6873.0,0,0,48.114332,48.4635,0.0,0,0.427259,48.3675,310,66,60,60,0.144343,1,7,682,27490.0,0,0.0,0.0,0.0,41.568,26.9,99,72,142,72,71,26,0.36,Data Alteration
51819,1111,496,186,262041.0,87347.0,0,0,3.785667,2.1965,0.0,0,2.895678,2.1605,310,66,60,60,0.011357,1,7,682,349388.0,0,0.0,0.0,0.0,528.309,28.1,98,73,148,84,73,19,0.3,normal
54888,1111,496,186,93210.0,31070.0,0,0,10.642667,3.185,0.0,0,10.623432,3.115,310,66,60,60,0.031928,1,7,682,124280.0,0,0.0,0.0,0.0,187.923,26.7,98,73,149,84,72,15,0.16,normal
54165,1111,496,186,288372.0,96124.0,0,0,3.44,1.767,0.0,0,2.809167,1.75,310,66,60,60,0.01032,1,7,682,384496.0,0,0.0,0.0,0.0,581.395,27.0,98,83,149,84,86,0,0.08,normal
57544,1111,496,186,238614.0,79538.0,0,0,4.157333,2.434,0.0,0,3.172575,2.38,310,66,60,60,0.012472,1,7,682,318153.0,0,0.0,0.0,0.0,481.078,25.1,99,83,135,75,82,29,0.3,normal
54850,1111,496,186,21293.0,7098.0,0,0,46.587332,46.195,0.0,0,2.04567,46.177,310,66,60,60,0.139762,1,7,682,28391.0,0,0.0,0.0,0.0,42.93,26.9,94,73,148,84,73,19,0.3,Data Alteration
56672,1111,496,186,216925.0,72308.0,0,0,4.573,3.3805,0.0,0,3.23182,3.3395,310,66,60,60,0.013719,1,7,682,289234.0,0,0.0,0.0,0.0,437.35,27.9,98,73,148,84,73,19,0.3,normal
56185,1111,496,186,278495.0,92832.0,0,0,3.562,2.3955,0.0,0,2.570621,2.3885,310,66,60,60,0.010686,1,7,682,371327.0,0,0.0,0.0,0.0,561.482,26.4,99,68,143,78,68,12,0.14,normal
49596,1111,496,186,245910.0,81970.0,0,0,4.034,1.9865,0.0,0,3.358956,1.9075,310,66,60,60,0.012102,1,7,682,327880.0,0,0.0,0.0,0.0,495.786,26.9,99,72,142,72,71,26,0.36,normal
65251,1111,496,186,131932.0,43977.0,0,0,7.519,2.0855,0.0,0,7.951756,2.0695,310,66,60,60,0.022557,1,7,682,175910.0,0,0.0,0.0,0.0,265.993,27.9,98,73,148,84,73,19,0.3,normal
55878,1111,496,186,232937.0,77646.0,0,0,4.258667,2.9265,0.0,0,3.058538,2.8705,310,66,60,60,0.012776,1,7,682,310582.0,0,0.0,0.0,0.0,469.631,26.4,97,81,143,78,80,23,0.3,normal
51197,1111,496,186,213272.0,71091.0,0,0,4.651333,3.495,0.0,0,3.284633,3.434,310,66,60,60,0.013954,1,7,682,284363.0,0,0.0,0.0,0.0,429.984,27.7,98,73,148,84,73,19,0.3,normal
56780,1111,496,186,239151.0,79717.0,0,0,4.148,2.2695,0.0,0,3.260588,2.2265,310,66,60,60,0.012444,1,7,682,318869.0,0,0.0,0.0,0.0,482.16,27.3,98,73,148,84,73,19,0.3,normal
54326,1111,496,186,57058.0,19019.0,0,0,17.385666,2.5245,0.0,0,21.202303,2.4905,310,66,60,60,0.052157,1,7,682,76078.0,0,0.0,0.0,0.0,115.037,27.4,97,77,134,79,79,17,0.48,normal
58038,1111,496,186,133711.0,44570.0,0,0,7.419,2.2625,0.0,0,7.576568,2.1825,310,66,60,60,0.022257,1,7,682,178281.0,0,0.0,0.0,0.0,269.578,25.1,99,78,135,75,79,19,0.22,normal
56202,1111,496,186,133137.0,44379.0,0,0,7.451,7.7675,0.0,0,6.317684,7.7335,310,66,60,60,0.022353,1,7,682,177515.0,0,0.0,0.0,0.0,268.42,27.7,98,74,142,72,73,15,0.1,normal
56383,1111,496,186,258625.0,86208.0,0,0,3.835667,2.37,0.0,0,2.863888,2.352,310,66,60,60,0.011507,1,7,682,344834.0,0,0.0,0.0,0.0,521.422,27.3,98,73,148,84,73,19,0.3,Spoofing
49190,1111,496,186,130036.0,43345.0,0,0,7.628667,5.501,0.0,0,5.409261,5.455,310,66,60,60,0.022886,1,7,682,173381.0,0,0.0,0.0,0.0,262.169,27.2,98,73,148,84,73,19,0.3,normal
51008,1111,496,186,206294.0,68765.0,0,0,4.808667,3.814,0.0,0,3.403453,3.78,310,66,60,60,0.014426,1,7,682,275059.0,0,0.0,0.0,0.0,415.916,28.1,98,73,148,84,73,19,0.3,normal
61480,1111,496,186,247382.0,82461.0,0,0,4.01,2.5765,0.0,0,2.929261,2.5425,310,66,60,60,0.01203,1,7,682,329842.0,0,0.0,0.0,0.0,498.753,24.8,98,78,135,75,79,16,0.28,normal
59867,1111,496,186,308234.0,102745.0,0,0,3.218333,2.0025,0.0,0,2.398557,1.9395,310,66,60,60,0.009655,1,7,682,410979.0,0,0.0,0.0,0.0,621.44,26.6,98,89,143,82,89,30,0.14,normal
54409,1111,496,186,225284.0,75095.0,0,0,4.403333,3.1525,0.0,0,3.127065,3.1145,310,66,60,60,0.01321,1,7,682,300378.0,0,0.0,0.0,0.0,454.201,26.9,98,80,149,84,82,22,0.12,normal
50856,1111,496,186,272503.0,90834.0,0,0,3.640333,2.5645,0.0,0,2.451121,2.5005,310,66,60,60,0.010921,1,7,682,363337.0,0,0.0,0.0,0.0,549.4,26.3,98,74,134,79,71,17,0.0,normal
62916,1111,496,186,279463.0,93154.0,0,0,3.549667,1.8735,0.0,0,2.846659,1.8385,310,66,60,60,0.010649,1,7,682,372617.0,0,0.0,0.0,0.0,563.433,25.4,99,75,138,83,78,12,0.18,normal
61097,1111,496,186,252889.0,84296.0,0,0,3.922667,2.3885,0.0,0,2.935259,2.3475,310,66,60,60,0.011768,1,7,682,337186.0,0,0.0,0.0,0.0,509.857,26.9,98,78,143,82,77,29,0.2,normal
63054,1111,496,186,236641.0,78880.0,0,0,4.192,3.384,0.0,0,2.979003,3.349,310,66,60,60,0.012576,1,7,682,315522.0,0,0.0,0.0,0.0,477.099,27.1,98,80,129,76,83,16,0.16,normal
50013,1111,496,186,61320.0,20440.0,0,0,16.177333,11.784,0.0,0,9.52453,11.779,310,66,60,60,0.048532,1,7,682,81760.0,0,0.0,0.0,0.0,123.63,26.2,98,88,138,83,79,13,0.16,normal
64160,1111,496,186,227645.0,75882.0,0,0,4.357667,3.092,0.0,0,3.097768,3.058,310,66,60,60,0.013073,1,7,682,303526.0,0,0.0,0.0,0.0,458.961,25.9,99,76,138,83,74,23,0.28,normal
53522,1111,496,186,268592.0,89531.0,0,0,3.693333,2.073,0.0,0,2.876042,2.038,310,66,60,60,0.01108,1,7,682,358123.0,0,0.0,0.0,0.0,541.516,28.0,98,73,148,84,73,19,0.3,normal
56761,1111,496,186,232500.0,77500.0,0,0,4.266667,2.443,0.0,0,3.303019,2.374,310,66,60,60,0.0128,1,7,682,310000.0,0,0.0,0.0,0.0,468.75,25.8,97,82,143,78,82,14,0.14,normal
52686,1111,496,186,256596.0,85532.0,0,0,3.866,2.1925,0.0,0,2.99531,2.1515,310,66,60,60,0.011598,1,7,682,342128.0,0,0.0,0.0,0.0,517.331,26.7,99,72,142,72,71,26,0.36,normal
55214,1111,496,186,277431.0,92477.0,0,0,3.575667,2.4155,0.0,0,2.576261,2.3735,310,66,60,60,0.010727,1,7,682,369908.0,0,0.0,0.0,0.0,559.336,27.8,98,73,148,84,73,19,0.3,normal
54344,1111,496,186,271088.0,90363.0,0,0,3.659333,1.671,0.0,0,3.152167,1.636,310,66,60,60,0.010978,1,7,682,361450.0,0,0.0,0.0,0.0,546.548,27.5,98,73,148,84,73,19,0.3,normal
55602,1111,496,186,255057.0,85019.0,0,0,3.889333,2.422,0.0,0,2.893172,2.379,310,66,60,60,0.011668,1,7,682,340075.0,0,0.0,0.0,0.0,514.227,26.6,94,78,143,78,68,10,0.22,normal
51762,1111,496,186,121336.0,40445.0,0,0,8.175667,2.632,0.0,0,8.204799,2.592,310,66,60,60,0.024527,1,7,682,161781.0,0,0.0,0.0,0.0,244.628,27.4,97,75,145,87,73,9,-0.26,normal
52141,1111,496,186,30698.0,10233.0,0,0,32.315,23.5695,0.0,0,22.87652,23.5005,310,66,60,60,0.096945,1,7,682,40930.0,0,0.0,0.0,0.0,61.891,26.0,98,73,148,84,73,19,0.3,normal
55707,1111,496,186,252610.0,84203.0,0,0,3.927,2.371,0.0,0,2.945691,2.336,310,66,60,60,0.011781,1,7,682,336814.0,0,0.0,0.0,0.0,509.295,27.7,98,78,142,72,77,21,0.12,normal
49372,1111,496,186,227610.0,75870.0,0,0,4.358333,2.5955,0.0,0,3.298828,2.5285,310,66,60,60,0.013075,1,7,682,303480.0,0,0.0,0.0,0.0,458.891,27.2,98,81,144,78,79,19,0.18,normal
61333,1111,496,186,166489.0,55496.0,0,0,5.958333,3.5825,0.0,0,4.475682,3.5225,310,66,60,60,0.017875,1,7,682,221986.0,0,0.0,0.0,0.0,335.664,24.8,99,73,135,75,76,24,0.22,normal
57209,1111,496,186,247484.0,82495.0,0,0,4.008333,2.0865,0.0,0,3.251028,2.0285,310,66,60,60,0.012025,1,7,682,329979.0,0,0.0,0.0,0.0,498.961,27.6,98,76,142,72,73,27,0.14,normal
63706,1111,496,186,225165.0,75055.0,0,0,4.405667,2.1745,0.0,0,3.671398,2.0705,310,66,60,60,0.013217,1,7,682,300219.0,0,0.0,0.0,0.0,453.961,25.7,98,77,138,83,74,15,0.36,normal
57262,1111,496,186,200810.0,66937.0,0,0,4.94,2.977,0.0,0,3.717116,2.901,310,66,60,60,0.01482,1,7,682,267746.0,0,0.0,0.0,0.0,404.858,27.5,98,75,142,72,80,22,0.42,normal
59963,1111,496,186,198638.0,66213.0,0,0,4.994,3.4895,0.0,0,3.564183,3.4505,310,66,60,60,0.014982,1,7,682,264851.0,0,0.0,0.0,0.0,400.481,27.3,98,73,148,84,73,19,0.3,normal
52493,1111,496,186,258693.0,86231.0,0,0,3.834667,2.2885,0.0,0,2.899071,2.2275,310,66,60,60,0.011504,1,7,682,344923.0,0,0.0,0.0,0.0,521.558,26.5,98,67,134,79,70,16,0.36,normal
61773,1111,496,186,187135.0,62378.0,0,0,5.301,3.024,0.0,0,4.099264,2.988,310,66,60,60,0.015903,1,7,682,249513.0,0,0.0,0.0,0.0,377.287,27.9,98,73,148,84,73,19,0.3,normal
59280,1111,496,186,231794.0,77265.0,0,0,4.279667,2.4965,0.0,0,3.261767,2.4555,310,66,60,60,0.012839,1,7,682,309058.0,0,0.0,0.0,0.0,467.326,28.0,84,175,147,85,73,14,0.18,normal
50218,1111,496,186,226260.0,75420.0,0,0,4.384333,3.1165,0.0,0,3.113885,3.0825,310,66,60,60,0.013153,1,7,682,301680.0,0,0.0,0.0,0.0,456.17,26.3,96,71,138,83,73,13,0.14,normal
61871,1111,496,186,268762.0,89587.0,0,0,3.691,2.122,0.0,0,2.852679,2.011,310,66,60,60,0.011073,1,7,682,358349.0,0,0.0,0.0,0.0,541.859,27.9,98,73,148,84,73,19,0.3,normal
58553,1111,496,186,251309.0,83770.0,0,0,3.947333,2.1415,0.0,0,3.112295,2.1065,310,66,60,60,0.011842,1,7,682,335079.0,0,0.0,0.0,0.0,506.671,27.9,98,73,148,84,73,19,0.3,normal
49812,1111,496,186,243695.0,81232.0,0,0,4.070667,2.72,0.0,0,2.973499,2.528,310,66,60,60,0.012212,1,7,682,324926.0,0,0.0,0.0,0.0,491.32,28.7,98,73,148,84,73,19,0.3,normal
60181,1111,496,186,286788.0,95596.0,0,0,3.459,1.7615,0.0,0,2.68127,1.6645,310,66,60,60,0.010377,1,7,682,382384.0,0,0.0,0.0,0.0,578.202,26.7,97,84,143,82,85,16,0.24,normal
65146,1111,496,186,244777.0,81592.0,0,0,4.052667,2.1525,0.0,0,3.251065,2.0845,310,66,60,60,0.012158,1,7,682,326369.0,0,0.0,0.0,0.0,493.502,27.9,98,73,148,84,73,19,0.3,normal
62762,1111,496,186,21795.0,7265.0,0,0,45.514,44.45,0.0,0,3.543381,44.444,310,66,60,60,0.136542,1,7,682,29061.0,0,0.0,0.0,0.0,43.943,24.9,98,72,138,83,73,26,0.1,Data Alteration
55040,1111,496,186,270373.0,90124.0,0,0,3.669,1.874,0.0,0,3.008535,1.839,310,66,60,60,0.011007,1,7,682,360498.0,0,0.0,0.0,0.0,545.108,27.7,98,72,134,79,77,12,0.02,normal
55543,1111,496,186,228853.0,76284.0,0,0,4.334667,2.5605,0.0,0,3.300529,2.5265,310,66,60,60,0.013004,1,7,682,305137.0,0,0.0,0.0,0.0,461.396,26.6,94,90,149,84,72,0,0.16,normal
52490,1111,496,186,239171.0,79724.0,0,0,4.147667,2.901,0.0,0,2.953688,2.865,310,66,60,60,0.012443,1,7,682,318894.0,0,0.0,0.0,0.0,482.199,26.7,99,72,142,72,71,26,0.36,Spoofing
54487,1111,496,186,225045.0,75015.0,0,0,4.408,2.6025,0.0,0,3.331465,2.5575,310,66,60,60,0.013224,1,7,682,300060.0,0,0.0,0.0,0.0,453.72,27.8,98,73,148,84,73,19,0.3,normal
61910,1111,496,186,263014.0,87671.0,0,0,3.771667,2.173,0.0,0,2.899979,2.137,310,66,60,60,0.011315,1,7,682,350685.0,0,0.0,0.0,0.0,530.27,27.8,98,73,148,84,73,19,0.3,normal
